incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
945,2020-05-29,Brampton,C,hate speech,anti-black,Man charged after racist rant toward Brampton family caught on camera,https://globalnews.ca/news/7004076/brampton-home-racist-incident/,2020.0,2020 collection,208
946,2020-05-23,Saskatoon,Police Investigation,hate crime,anti-asian,‘Completely ridiculous’: Alleged racist attack on 15-year-old boy caught on camera,https://saskatoon.ctvnews.ca/completely-ridiculous-alleged-racist-attack-on-15-year-old-boy-caught-on-camera-1.4952051,2020.0,2020 collection,209
947,2020-05-29,Vancouver,Police Investigation,vandalism,anti-Chinese,Vandals deface lions in Vancouver's Chinatown with racist graffiti again,https://www.vancouverisawesome.com/vancouver-news/vandals-deface-lions-in-vancouvers-chinatown-with-racist-graffiti-again-2396250,2020.0,2020 collection,210
948,2020-05-29,Kelowna,NC,hate speech,anti-semitic,Swastika found at trailhead; local man paints over it,https://www.castanet.net/news/Kelowna/301273/Local-man-paints-over-racist-symbol-sprayed-on-rock-at-trailhead,2020.0,2020 collection,211
949,2020-04-03,Burnaby,Police Investigation,hate crime,anti-asian,Video released by RCMP shows someone tripping an elderly woman in Burnaby,https://bc.ctvnews.ca/video-released-by-rcmp-shows-someone-tripping-an-elderly-woman-in-burnaby-1.4959358,2020.0,2020 collection,212
950,2020-05-27,Vancouver,NC,hate speech,anti-asian,Vancouver teacher suspended again after kids told to 'go back to working on rice farms',https://www.citynews1130.com/2020/05/27/vancouver-teacher-suspended/,2020.0,2020 collection,213
951,2020-06-01,Quebec,NC,political,white supremacist,Legault supports anti-racism protesters but says there is no systemic discrimination in province,https://globalnews.ca/news/7010714/montreal-george-floyd-protest-arrests/,2020.0,2020 collection,214
952,2020-06-01,National,NC,political,white supremacist,Journalist Rex Murphy denies racism in National Post column,https://nationalpost.com/opinion/rex-murphy-canada-is-not-a-racist-country-despite-what-the-liberals-say,2020.0,2020 collection,215
953,2020-06-03,Ontario,NC,political,white supremacist,"Ontario Premiere Doug Ford says “Thank God that we’re different than the United States and we don’t have the systemic, deep roots they have had for years.""",https://globalnews.ca/news/7020609/experts-slam-premiers-comments-racism-canada/,2020.0,2020 collection,216
954,2020-06-03,National,NC,political,white supremacist,"Stockwell Day exits CBC commentary role, corporate posts after denying systemic racism in Canada",https://www.cbc.ca/news/politics/stockwell-day-systemic-racism-canada-1.5597550,2020.0,2020 collection,217
955,2020-05-23,Toronto,NC,hate speech,anti-black,North York Rangers AAA U18 forward Myles Douglas says he was a target of racist abuse in half of the games he played in the last season,https://www.tsn.ca/in-depth-evander-kane-myles-douglas-discuss-how-racism-affects-hockey-culture-1.1478472,2020.0,2020 collection,218
956,2020-06-05,Newfoundland & Labrador,NC,political,white supremacist,"Anti-racism group calls out government for lack of action, declining to collect stats",https://www.saltwire.com/news/local/group-wants-action-on-anti-racism-in-newfoundland-and-labrador-458818/,2020.0,2020 collection,219
957,2020-06-02,"Port Alberni, BC",NC,hate speech,anti-indigenous,Racist taunts in Port Alberni Facebook video spark outrage,https://cheknews.ca/racist-taunts-in-port-alberni-facebook-video-spark-outrage-672406/,2020.0,2020 collection,220
958,2020-06-01,Guelph,NC,hate speech,anti-black,Racist TikTok videos spark outrage at the University of Guelph,https://kitchener.ctvnews.ca/racist-tiktok-videos-spark-outrage-at-the-university-of-guelph-1.4963915,2020.0,2020 collection,221
959,2020-06-03,Kingston,Police Investigation,hate speech,anti-black,Police examine racist posts in private Facebook Group,https://www.thewhig.com/news/local-news/police-examining-racist-posts-in-private-facebook-group,2020.0,2020 collection,222
960,2020-04-25,Burnaby,NC,profiled,anti-asian ; anti-filipino,"Woman lined up outside her local butcher shop on April 25 while wearing a mask when she says a white woman looked at her and then walked away. ""When you have faced racism before in the past you know what it feels like and that definitely felt like a moment of it.""",https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,2020.0,2020 collection,223
961,,Vancouver,NC,profiled,anti-asian ; anti-chinese,"Man walking his dog passes by white man who says to his partner something like ""I have a better chance of catching the coronavirus walking past this guy.""",https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,,2020 collection,224
962,,Coquitlam,NC,profiled,anti-asian ; anti-chinese,White woman appears to want to threaten Chinese-Canadian and her elderly mother,https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,,2020 collection,225
963,2020-05-09,Vancouver,Police Investigation,hate speech,anti-asian - anti-Taiwanese,White man makes sexist and racist remarks at Taiwanese-Canadian woman and spits on her,https://newsinteractives.cbc.ca/longform/covid-racism-not-always-overt,2020.0,2020 collection,226
964,2020-06-01,Moncton,C,hate speech ; hate crime,anti-black ; white supremacist,Man caught on tape hurling racist insults during Black Lives Matter march,https://atlantic.ctvnews.ca/moncton-man-apologizes-for-racist-tirade-police-investigate-assault-on-protester-1.4966405,2020.0,2020 collection,227
965,2020-06-11,Winnipeg,NC,discrimination at work,anti-black ; anti-indigenous ; anti-LGBTQ2S+,"Canadian Museum for Human Rights under fire after allegations of racism, discrimination surface",https://globalnews.ca/news/7053839/canadian-museum-for-human-rights-allegations-racism-discrimination/,2020.0,2020 collection,228
966,2020-06-09,Innisfail,NC,protest,anti-black ; white supremacist,Anti-racism march in central Alberta postponed after angry backlash,https://calgaryherald.com/news/local-news/anti-racism-march-in-central-alberta-postponed-after-angry-backlash,2020.0,2020 collection,229
967,2020-06-07,Waterloo,NC,hate speech,not specified,Laurier investigating racist posts by students (update),https://www.kitchenertoday.com/local-news/laurier-investigating-racist-posts-by-students-2415637,2020.0,2020 collection,230
968,2020-06-12,National,NC,political,white supremacist,RCMP Commissioner Brenda Lucki denies systemic racism within the police force,https://globalnews.ca/news/7060822/rcmp-commissioner-systemic-racism/,2020.0,2020 collection,231
969,2020-02-02,Peterborough,Police Investigation,hate speech,anti-black,‘I hate Black people’: Peterborough man recalls personal experience of racism,https://globalnews.ca/news/7044428/anti-black-incident-peterborough-racism/,2020.0,2020 collection,232
970,2020-06-07,Hamilton,NC,hate speech,anti-black,McMaster University lacrosse player off team after racist social media posts,https://www.cbc.ca/news/canada/hamilton/mcmaster-racism-student-1.5597972,2020.0,2020 collection,233
971,2020-06-08,Vancouver,NC,hate speech,anti-black,"Racist messages sent from Vancouver company shared on Instagram, prompting apology",https://bc.ctvnews.ca/racist-messages-sent-from-vancouver-company-shared-on-instagram-prompting-apology-1.4974396,2020.0,2020 collection,234
972,2020-06-10,Winnipeg,NC,hate speech,anti-black,A Winnipeg restaurant was vandalized after one of its owners made a racist Facebook post,https://www.cbc.ca/news/canada/manitoba/tuxedo-village-restaurant-vanadalized-racist-facebook-post-1.5606711,2020.0,2020 collection,235
973,2020-06-08,"Saanich, BC",Police Investigation,hate speech,anti-Semitic ; anti-black ; anti-chinese ; white supremacist,Racist posts appear on Mount Douglas’s online yearbook,https://www.timescolonist.com/news/local/racist-posts-appear-on-mount-douglas-s-online-yearbook-1.24148878,2020.0,2020 collection,236
974,2020-06-12,Kitchener,NC,hate speech,anti-black,"Mother of Black man shot and killed in Kitchener receives racist messages, threats",https://www.cbc.ca/news/canada/kitchener-waterloo/kelly-macnab-isaiah-racist-messages-killed-kitchenre-1.5608127,2020.0,2020 collection,237
975,2020-06-23,"Saanich, BC",NC,profiled,anti-indigenous,Vancouver Island hospital named in allegations of racist 'game' that sparked investigation,https://www.cbc.ca/news/indigenous/bc-hospital-staff-indigenous-health-game-1.5623759,2020.0,2020 collection,238
976,2020-06-16,Montreal,NC,political,white supremacist,Montreal police avoid explicitly saying there is systemic racism within the force in statement following damning report,https://www.cbc.ca/news/canada/montreal/spvm-systemic-racism-discrimination-1.5613651,2020.0,2020 collection,239
977,2020-06-19,Toronto,Police Investigation,hate crime,anti-black,Police investigate racist signs left at Finch West station,https://www.cp24.com/news/police-investigate-racist-signs-left-at-finch-west-station-1.4992229,2020.0,2020 collection,240
978,2020-06-16,Montreal,Police Investigation,hate speech,anti-black,Mother who says son was targeted in racist video will file human rights complaints,https://www.cbc.ca/news/canada/montreal/racist-video-human-rights-complaint-1.5625675,2020.0,2020 collection,241
979,2020-06-17,Ottawa,NC,political,white supremacist,NDP Leader Jagmeet Singh booted from Commons for calling Bloc MP a racist,https://www.cbc.ca/news/politics/ndp-jagmeet-singh-rota-racist-therrien-1.5616661,2020.0,2020 collection,242
980,2020-06-17,"Welland, ON",not specified,vandalism,not specified,Racist graffiti recently found under a bridge in Welland,https://www.stcatharinesstandard.ca/news/niagara-region/2020/06/17/racism-not-acceptable-in-rose-city-says-mayor-frank-campion.html,2020.0,2020 collection,243
981,2020-06-17,"St. John's, NL",NC,hate speech,anti-Muslim ; anti-black,Doctor facing racism complaints no longer licensed to practise medicine in N.L.,https://www.cbc.ca/news/canada/newfoundland-labrador/zachary-kuehner-licence-deactivated-1.5613933,2020.0,2020 collection,244
982,2020-06-18,National,NC,political,white supremacist,Conservative leadership candidate avoids stating systemic racism exists in Canada,https://globalnews.ca/news/7083527/conservative-leadership-candidates-systemic-racism-canada/,2020.0,2020 collection,245
983,2020-06-18,Saskatoon,NC,discrimination at work,not specified,A group of theatre workers and artists accuses Saskatoon's Persephone Theatre of long-standing culture of racism and intimidation,https://www.cbc.ca/news/canada/saskatchewan/persephone-open-letter-1.5617620,2020.0,2020 collection,246
984,2020-06-19,Montreal,NC,hate speech,anti-black,Troubling hate speech': Montreal private school condemns video showing students wearing costume spelling out N-word,https://montreal.ctvnews.ca/troubling-hate-speech-montreal-private-school-condemns-video-showing-students-wearing-costume-spelling-out-n-word-1.4991991,2020.0,2020 collection,247
985,2020-06-24,Waterloo,Police Investigation,hate speech,white supremacist,Racist flyers sent to apartment units in Waterloo; police investigating,https://www.cbc.ca/news/canada/kitchener-waterloo/racist-flyers-interracial-relationships-waterloo-police-1.5625276,2020.0,2020 collection,248
986,2020-06-23,Alberta,NC,hate speech ; political,anti-semitic ; anti-black ; sexist,"Alberta government won't apologize for appointee critics say made racist, anti-Semitic posts",https://www.cbc.ca/news/canada/edmonton/alberta-government-won-t-apologize-for-appointee-critics-say-made-racist-anti-semitic-posts-1.5623019,2020.0,2020 collection,249
987,2020-06-20,Vancouver,NC,hate speech,anti-black,"Head of UBC board of governors resigns after liking racist, far-right comments on Twitter",https://www.cbc.ca/news/canada/british-columbia/michael-korenberg-resigns-ubc-1.5621268,2020.0,2020 collection,250
988,2020-06-24,Calgary,NC,discrimination at work,white supremacist,Anonymous letter alleges Athabasca Oil Corp. has been discriminating against people of colour in their hiring and firing processes,https://calgaryherald.com/news/local-news/athabasca-oil-corporation-responds-to-allegations-of-racial-discrimination,2020.0,2020 collection,251
989,2020-06-23,Ontario,NC,discrimination at work,anti-black ; anti-indigenous,"Countless instances' of anti-Black racism in Ontario Public Service, lawyers allege",https://www.cbc.ca/news/canada/toronto/letter-anti-black-racism-allegations-ontario-public-service-1.5623725,2020.0,2020 collection,252
990,2020-06-25,Calgary,NC,discrimination at work,anti-indigenous,Indigenous teacher alleges systemic racism within the Calgary Catholic School District,https://globalnews.ca/news/7108994/indigenous-teacher-racism-calgary/,2020.0,2020 collection,253
991,2020-06-22,Quebec,Military investigation,hate speech,anti-black,"Racist meme circulating in Canadian military sparks apology, investigation from leaders",https://globalnews.ca/news/7091550/racist-meme-canadian-military/,2020.0,2020 collection,254
992,2020-06-24,Quebec,NC,political,white supremacist,"Bloc leader accuses Twitter user of wanting a ‘lynching,’ inciting racism allegations",https://globalnews.ca/news/7100246/bloc-leader-twitter-lynching/,2020.0,2020 collection,255
993,2020-04-22,Saint-Eustache,HR investigation,profiled,anti-black,Saint-Eustache woman says anti-racism movement inspired her to file profiling complaint,https://www.cbc.ca/news/canada/montreal/st-eustache-police-racial-profiling-complaint-1.5621661,2020.0,2020 collection,256
994,2020-06-23,"Peel District, ON",NC,discrimination at work,anti-black,Peel education director fired for not doing enough to address racism,https://www.stcatharinesstandard.ca/ts/politics/provincial/2020/06/23/peel-education-director-fired-after-criticism-over-boards-handling-of-racism-dysfunction.html,2020.0,2020 collection,257
995,2020-02-28,Cornwall,NC,hate speech,anti-black,"Cornwall girl victim of racist attack on school bus, mother says",https://www.cbc.ca/news/canada/ottawa/racist-attack-cornwall-school-bus-daughter-taunted-mother-demands-change-1.5615346,2020.0,2020 collection,258
996,2020-06-23,Toronto,Police Investigation,hate crime,anti-black,Two nooses were placed in areas at which two Black workers were stationed at construction site,https://globalnews.ca/news/7098601/anti-black-hate-crime-toronto-community/,2020.0,2020 collection,259
