type,name,population_centre_size_group,population_centre_type,province,prov_code,location_label,geocode_query,population_2016
Population centre,Sherbrooke,"Large urban population centre (100,000 or more)",Core,Quebec,QC,"Sherbrooke, QC","Sherbrooke, QC, Canada",139565
Population centre,Sorel,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Sorel, QC","Sorel, QC, Canada",36088
Population centre,Stanstead,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Stanstead, QC","Stanstead, QC, Canada",1475
Population centre,Stoneham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Stoneham, QC","Stoneham, QC, Canada",1854
Population centre,Témiscaming,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Témiscaming, QC","Témiscaming, QC, Canada",1361
Population centre,Terrasse-des-Pins,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Terrasse-des-Pins, QC","Terrasse-des-Pins, QC, Canada",4268
Population centre,Thetford Mines,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Thetford Mines, QC","Thetford Mines, QC, Canada",16174
Population centre,Thurso,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Thurso, QC","Thurso, QC, Canada",2533
Population centre,Trois-Pistoles,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Trois-Pistoles, QC","Trois-Pistoles, QC, Canada",3058
Population centre,Trois-Rivières,"Large urban population centre (100,000 or more)",Core,Quebec,QC,"Trois-Rivières, QC","Trois-Rivières, QC, Canada",114203
Population centre,Val-d'Or,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Val-d'Or, QC","Val-d'Or, QC, Canada",25541
Population centre,Val-Maher,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Val-Maher, QC","Val-Maher, QC, Canada",1668
Population centre,Valcourt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Valcourt, QC","Valcourt, QC, Canada",1806
Population centre,Vallée-Jonction,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Vallée-Jonction, QC","Vallée-Jonction, QC, Canada",1268
Population centre,Varennes,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Varennes, QC","Varennes, QC, Canada",20575
Population centre,Verchères,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Verchères, QC","Verchères, QC, Canada",4429
Population centre,Victoriaville,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Victoriaville, QC","Victoriaville, QC, Canada",44735
Population centre,Ville Lambert,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Ville Lambert, QC","Ville Lambert, QC, Canada",2443
Population centre,Ville-Marie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Ville-Marie, QC","Ville-Marie, QC, Canada",2113
Population centre,Warwick,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Warwick, QC","Warwick, QC, Canada",3200
Population centre,Waskaganish,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Waskaganish, QC","Waskaganish, QC, Canada",1839
Population centre,Waterloo,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Waterloo, QC","Waterloo, QC, Canada",3401
Population centre,Wemotaci,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Wemotaci, QC","Wemotaci, QC, Canada",1038
Population centre,Windsor,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Windsor, QC","Windsor, QC, Canada",5064
Population centre,Yamachiche,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Yamachiche, QC","Yamachiche, QC, Canada",1240
Population centre,Assiniboia,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Assiniboia, SK","Assiniboia, SK, Canada",2389
Population centre,Balgonie,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Balgonie, SK","Balgonie, SK, Canada",1745
Population centre,Battleford,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Battleford, SK","Battleford, SK, Canada",3750
Population centre,Biggar,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Biggar, SK","Biggar, SK, Canada",2165
Population centre,Birch Hills,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Birch Hills, SK","Birch Hills, SK, Canada",1033
Population centre,Canora,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Canora, SK","Canora, SK, Canada",1700
Population centre,Carlyle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Carlyle, SK","Carlyle, SK, Canada",1503
Population centre,Carnduff,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Carnduff, SK","Carnduff, SK, Canada",1023
Population centre,Dalmeny,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Dalmeny, SK","Dalmeny, SK, Canada",1769
Population centre,Delisle,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Delisle, SK","Delisle, SK, Canada",1038
Population centre,Esterhazy,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Esterhazy, SK","Esterhazy, SK, Canada",2367
Population centre,Estevan,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,SK,"Estevan, SK","Estevan, SK, Canada",11258
Population centre,Flin Flon (Saskatchewan part),,,Saskatchewan,SK,"Flin Flon (Saskatchewan part), SK","Flin Flon (Saskatchewan part), SK, Canada",143
Population centre,Foam Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Foam Lake, SK","Foam Lake, SK, Canada",1022
Population centre,Fort Qu'Appelle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Fort Qu'Appelle, SK","Fort Qu'Appelle, SK, Canada",1920
Population centre,Hudson Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Hudson Bay, SK","Hudson Bay, SK, Canada",1306
Population centre,Humboldt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Humboldt, SK","Humboldt, SK, Canada",4872
Population centre,Indian Head,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Indian Head, SK","Indian Head, SK, Canada",1802
Population centre,Kamsack,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Kamsack, SK","Kamsack, SK, Canada",1775
Population centre,Kimosom Pwatinahk 203 (Deschambault Lake),"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Kimosom Pwatinahk 203 (Deschambault Lake), SK","Kimosom Pwatinahk 203 (Deschambault Lake), SK, Canada",1046
Population centre,Kindersley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Kindersley, SK","Kindersley, SK, Canada",3052
Population centre,La Ronge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"La Ronge, SK","La Ronge, SK, Canada",5671
Population centre,Langham,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Langham, SK","Langham, SK, Canada",1319
Population centre,Lanigan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Lanigan, SK","Lanigan, SK, Canada",1213
Population centre,Lloydminster (Saskatchewan part),,,Saskatchewan,SK,"Lloydminster (Saskatchewan part), SK","Lloydminster (Saskatchewan part), SK, Canada",11755
Population centre,Lumsden,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Lumsden, SK","Lumsden, SK, Canada",1824
Population centre,Macklin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Macklin, SK","Macklin, SK, Canada",1193
Population centre,Maple Creek,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Maple Creek, SK","Maple Creek, SK, Canada",2074
Population centre,Martensville,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Martensville, SK","Martensville, SK, Canada",9533
Population centre,Meadow Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Meadow Lake, SK","Meadow Lake, SK, Canada",5266
Population centre,Melfort,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Melfort, SK","Melfort, SK, Canada",5778
Population centre,Melville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Melville, SK","Melville, SK, Canada",4127
Population centre,Moose Jaw,"Medium population centre (30,000 to 99,999)",Core,Saskatchewan,SK,"Moose Jaw, SK","Moose Jaw, SK, Canada",32724
Population centre,Moosomin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Moosomin, SK","Moosomin, SK, Canada",2548
Population centre,Nipawin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Nipawin, SK","Nipawin, SK, Canada",3989
Population centre,North Battleford,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,SK,"North Battleford, SK","North Battleford, SK, Canada",13567
Population centre,Osler,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Osler, SK","Osler, SK, Canada",1237
Population centre,Outlook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Outlook, SK","Outlook, SK, Canada",1829
Population centre,Oxbow,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Oxbow, SK","Oxbow, SK, Canada",1126
Population centre,Pelican Narrows,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Pelican Narrows, SK","Pelican Narrows, SK, Canada",1942
Population centre,Pilot Butte,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Pilot Butte, SK","Pilot Butte, SK, Canada",1800
Population centre,Prince Albert,"Medium population centre (30,000 to 99,999)",Core,Saskatchewan,SK,"Prince Albert, SK","Prince Albert, SK, Canada",35102
Population centre,Regina,"Large urban population centre (100,000 or more)",Core,Saskatchewan,SK,"Regina, SK","Regina, SK, Canada",214631
Population centre,Regina Beach,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Regina Beach, SK","Regina Beach, SK, Canada",1629
Population centre,Rosetown,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Rosetown, SK","Rosetown, SK, Canada",2331
Population centre,Rosthern,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Rosthern, SK","Rosthern, SK, Canada",1488
Population centre,Saskatoon,"Large urban population centre (100,000 or more)",Core,Saskatchewan,SK,"Saskatoon, SK","Saskatoon, SK, Canada",245181
Population centre,Shaunavon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Shaunavon, SK","Shaunavon, SK, Canada",1699
Population centre,Shellbrook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Shellbrook, SK","Shellbrook, SK, Canada",1277
Population centre,Stanley 157,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Stanley 157, SK","Stanley 157, SK, Canada",1545
Population centre,Swift Current,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,SK,"Swift Current, SK","Swift Current, SK, Canada",16022
Population centre,Tisdale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Tisdale, SK","Tisdale, SK, Canada",3136
Population centre,Unity,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Unity, SK","Unity, SK, Canada",2475
Population centre,Wadena,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Wadena, SK","Wadena, SK, Canada",1134
Population centre,Warman,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"Warman, SK","Warman, SK, Canada",10961
Population centre,Watrous,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Watrous, SK","Watrous, SK, Canada",1865
Population centre,Weyburn,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,SK,"Weyburn, SK","Weyburn, SK, Canada",10679
Population centre,White City,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,SK,"White City, SK","White City, SK, Canada",4234
Population centre,Wilkie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Wilkie, SK","Wilkie, SK, Canada",1149
Population centre,Wynyard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,SK,"Wynyard, SK","Wynyard, SK, Canada",1732
Population centre,Yorkton,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,SK,"Yorkton, SK","Yorkton, SK, Canada",16041
