Incident ID,Article URL,Incident Description,Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Notes
835,https://www.bnaibrith.ca/jewish_group_s_webinar_hacked_with_racist_messages,Jewish Group's Webinar Hacked with Racist Messages,2020-03-31,,,,Non-Criminal,Other/Unknown,,East Asian,,,Taiwan,,,,,,Religious discrimination: Anti-Semitism,Online: Other,Hate speech: Other,
836,https://ottawacitizen.com/news/local-news/school-board-investigates-trustee-after-incident-in-barrhaven-park/,School board investigates trustee after incident in Barrhaven park,2020-04-02,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Other,Hate speech: Letter/flyer,
837,https://www.halifaxexaminer.ca/featured/toxifying-the-online-ecology/,Online press conference highlighting Laval immigrant hunger strike infiltrated with racist language,2020-03-28,,,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",Jamaica,,,,,,,,"Sexism, Xenophobia",Online: Other,Hate speech: Other,
838,https://www.halifaxexaminer.ca/featured/toxifying-the-online-ecology/,Webinar on COVID-19 and the future of public transit featuring black activist overrun with racist and homophobic content,2020-03-29,,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,Anti-2SLGBTQIA+,"Online: Other, Transit",Hate speech: Other,
839,https://www.halifaxexaminer.ca/featured/black-people-already-struggle-to-breathe-in-canada-ignoring-us-during-this-covid-19-crisis-will-only-make-it-worse/,Presentation about staying at home during premiere's COVID-19 press conference shows no photos of black people despite black people being disproportionately affected by the virus,2020-04-02,Nova Scotia,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Islamophobia,Politics,,
840,https://www.cbc.ca/news/technology/zoombombing-fbi-warning-1.5519024,Virtual town hall held by YWCA Canada is zoombombed with racial epithets,2020-04-03,,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Anti-Sikhism,Online: Social media,Hate speech: Other,
841,https://www.thechronicleherald.ca/news/local/im-profoundly-tired-by-it-members-of-halifax-community-speak-out-about-racism-during-pandemic-434662/,"Muyu Lyu, an international student from China, was on a bus on the way to his internship in downtown Halifax when he said he heard racist comments directed at him.",2020-02-01,Nova Scotia,Halifax,,Non-Criminal,Female,,Black/African/Caribbean,Caribbean Netherlands,,,,,,,,"Religious discrimination: Islamophobia, Xenophobia",Transit,Harassment: Racial profiling,
842,https://www.tbnewswatch.com/local-news/family-of-doctor-on-the-covid-19-front-line-subjected-to-racism-2249846,Family of doctor on the COVID-19 front line subjected to racism,2020-04-13,Ontario,Thunder Bay,,Non-Criminal,,,South Asian,,,,,,,Pakistan,,Religious discrimination: Anti-Semitism,,Hate speech: Other,
843,https://www.halifaxexaminer.ca/featured/letter-from-black-community-to-premier-and-chief-medical-officer-has-been-vandalized-with-racist-comments/,Letter from Black community to Premier and Chief Medical Officer has been vandalized with racist comments,2020-04-15,Nova Scotia,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,"Hate speech: Letter/flyer, Vandalism",
844,https://www.theglobeandmail.com/politics/article-scheer-refuses-to-comment-on-conservative-mps-call-for-top-doctor-to/,"Scheer, Conservative leadership candidates refrain from criticizing MP accused of racist comments",2020-04-23,,,,Non-Criminal,,,Central Asian,,,,,,,,,,Politics,Harassment: Racial profiling,
845,https://bc.ctvnews.ca/suspect-identified-after-police-release-video-of-assault-on-elderly-vancouver-man-1.4908898,Suspect identified after police release video of assault on elderly Vancouver man,2020-04-23,British Columbia,Vancouver,,Criminal: Not charged,,,Central Asian,,,,,,,,,,,,
846,https://www.straight.com/covid-19-pandemic/anti-Asian-hate-crimes-increase-Vancouver-Lululemon-apologizes-racist-shirt,Lululemon senior global art director Trevor Fleming posted a link on Instagram to promote the sale of a shirt called “bat fried rice”,2020-04-22,British Columbia,Vancouver,,Non-Criminal,,,Central Asian,,,,,,,,,,,Harassment: Carding,
847,https://medicinehatnews.com/news/local-news/2020/02/28/hulgaard-pleads-guilty-to-charge-of-wilfully-promoting-hatred/,Hulgaard pleads guilty to charge of wilfully promoting hatred,2020-02-28,Alberta,Medicine Hat,,Criminal: Unknown,,,"Central Asian, Middle Eastern",,,,,,Israel,,,Religious discrimination: Anti-Semitism,,,
848,https://vancouversun.com/news/vancouver-mother-shares-terrifying-ordeal-as-citys-hate-crimes-rise/,Vancouver mother shares 'terrifying' ordeal as city's hate crimes rise,2020-04-26,British Columbia,Vancouver,,Non-Criminal,Male,,Indigenous,,,,,,,,,,Transit,Harassment: Racial profiling,
849,https://edmontonjournal.com/news/local-news/new-national-group-forms-to-combat-racism-against-asian-canadians/,New national group forms to combat racism against Asian Canadians,2020-04-27,,,,Non-Criminal,Female,,Black/African/Caribbean,,,,,,,,,Sexism,Politics,,
850,https://www.citynews1130.com/2020/05/01/vancouver-chinese-cultural-centre-vandalized-with-racist-graffitti/,Vancouver Chinese Cultural Centre vandalized with racist graffiti,2020-05-01,British Columbia,Vancouver,Chinese Cultural Centre,Non-Criminal,Female,,East Asian,,,China,,,,,,,Sports: Basketball,Vandalism,
851,https://www.thechronicleherald.ca/news/provincial/racism-on-the-rise-amid-pandemic-ns-rights-commission-director-442965/,"Black boy, but not other non-black children, reported to police for playing basketball alone, for not adhering to social distancing orders",2020-04-26,Nova Scotia,Halifax,,Non-Criminal,Female,,Black/African/Caribbean,,,,,,,,,,Sports: Basketball,,
852,https://www.cbc.ca/news/canada/toronto/black-teachers-tdsb-school-racism-1.5547761,Racist letter sent to black staff members at elementary school,2020-04-24,Ontario,Toronto,,Non-Criminal,Female,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Other,Educational institute: K-12,"Harassment: Other, Hate speech: Letter/flyer",
853,https://ottawacitizen.com/news/local-news/ottawa-police-officer-under-investigation-for-allegedly-making-racist-meme-suspended/,Ottawa police officer under investigation for allegedly making racist meme suspended,2020-04-28,Ontario,Ottawa,,Criminal: Not charged,,,Black/African/Caribbean,,,,,,,,,,,,
854,https://www.cbc.ca/news/canada/epoch-times-coronavirus-bioweapon-1.5548217,Some Canadians who received unsolicited copy of Epoch Times upset by claim that China was behind virus,2020-04-29,,,,Non-Criminal,Female,,East Asian,,,China,,,,,,,,Other,
855,https://www.cbc.ca/news/politics/glen-murray-green-party-1.5553192,Green leadership candidate Glen Murray criticized over comments on discrimination,2020-05-01,,,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,Pakistan,,,Politics,,
856,https://www.inbrampton.com/province-appoints-investigator-to-examine-peel-district-school-board-due-to-ongoing-concerns-about-r,Province appoints investigator to examine Peel District School Board due to ongoing concerns about racism in Brampton schools,2020-04-29,Ontario,Brampton,,Non-Criminal,,,Black/African/Caribbean,Ethiopia,,,,,,,,,"Educational institute: Other, Politics",,
857,https://www.cbc.ca/news/canada/british-columbia/kelly-road-shas-ti-secondary-school-prince-george-bc-renaming-1.5548744,First Nation upset as bitter debate over giving school Indigenous name ends in 'compromise',2020-04-29,British Columbia,Prince George,,Non-Criminal,,,Indigenous,,,,,,,,,,Educational institute: Other,,
858,https://aptnnews.ca/2020/04/30/first-nations-doctors-canadas-troublesome-pandemic-response/,First Nations not getting the health care they need during pandemic,2020-04-30,,,,Non-Criminal,"Female, Male",,Indigenous,,,,,,,,,Sexism,Healthcare/public health,Vandalism,
859,https://paherald.sk.ca/2020/04/30/metis-nation-representative-throws-support-behind-proposed-back-alley-bylaw/,Metis Nation representative throws support behind proposed back alley bylaw,2020-04-30,Saskatchewan,Prince Albert,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Harassment: Racial profiling,
860,https://www.cbc.ca/news/canada/newfoundland-labrador/goose-bay-coop-discrimination-1.5548945,I felt belittled': Sheshatshiu woman raises flag after being directed to 'Innu line' at store,2020-04-30,Newfoundland and Labrador,Happy Valley-Goose Bay,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,,,Harassment: Other,
861,https://www.cbc.ca/news/canada/windsor/windsor-resident-human-rights-tribunal-win-1.5533850,This Windsor man took a rental discrimination case to the Ontario Human Rights Tribunal and won,2020-04-16,Ontario,Windsor,,Criminal: Unknown,"Female, Male",,Black/African/Caribbean,,,,,,,,,,Protective services: Security,,
862,https://www.cbc.ca/news/canada/ottawa/hate-crime-police-force-ottawa-reaction-1.5439673,"Hate crime unit's return met with appreciation, hope",2020-01-25,Ontario,Ottawa,,Non-Criminal,,,Southeast Asian,,,,,,,,Philippines,,Politics,Hate speech: Rally/protest,
863,https://lethbridgenewsnow.com/2020/01/25/commemorative-stamp-pays-tribute-to-all-black-hockey-league-in-the-maritimes-3/,Commemorative stamp pays tribute to all-black hockey league in the Maritimes,2020-01-25,Nova Scotia,Cherry Brook,,Non-Criminal,,,Central Asian,,,,,,,,,,Sports: Hockey,,
864,https://windsorstar.com/news/alleged-manitoba-white-supremacist-had-an-african-canadian-girlfriend-his-mother-says/wcm/df5814e7-f0a2-4bd7-893f-b39efcdae442/,"Manitoba ex-reservist accused of white supremacist plot had African-Canadian girlfriend, mother says",2020-01-23,Manitoba,Winnipeg,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,,,,Politics,,
865,https://www.cbc.ca/news/canada/calgary/hate-motivated-crime-police-calgary-1.5438535,Vandalized car in southeast Calgary being investigated as hate crime,2020-01-23,Alberta,Calgary,,Criminal: Not charged,Male,,Indigenous,,,,,,,,,Anti-2SLGBTQIA+,,Vandalism,
866,https://www.ctvnews.ca/canada/toronto-job-applicant-says-recruiter-told-him-amazon-isn-t-hiring-iranians-1.4780553,Toronto job applicant says recruiter told him Amazon isn't hiring Iranians,2020-01-23,Ontario,Toronto,,Non-Criminal,"Female, Male",,Central Asian,,Iran,,,,,,,Xenophobia,,,
867,https://globalnews.ca/news/6490848/canadian-far-right-groups-internet-fringes/,"Kicked off Facebook, Canadian far-right groups resurface on the internet’s fringes",2020-02-03,,,,Non-Criminal,,,Middle Eastern,,,,,,,,,,"Online: Social media, Politics",Harassment: Racial profiling,
868,https://www.cbc.ca/news/canada/ottawa/algonquin-college-mural-defaced-arrest-1.5449148,Police arrest man in connection to defaced Indigenous mural,2020-02-01,Ontario,Ottawa,,Non-Criminal,,,Indigenous,,,,,,,,,,,Vandalism,
869,https://www.thestar.com/news/canada/2020/01/31/ottawa-police-investigate-egging-of-holocaust-monument-as-a-hate-crime.html,Ottawa police investigate egging of Holocaust monument as hate crime,2020-01-31,Ontario,Ottawa,,Criminal: Unknown,,,Southeast Asian,,,,,,,,Indonesia,Religious discrimination: Anti-Semitism,,Vandalism,
870,https://bc.ctvnews.ca/vancouver-police-under-fire-for-delaying-going-public-with-hate-crime-investigations-1.4921824,Vancouver police under fire for delaying going public with hate crime investigations,2020-05-01,British Columbia,Vancouver,,Non-Criminal,Female,,Black/African/Caribbean,Martinique,,,,,,,,,,Hate speech: Other,
871,https://www.cbc.ca/news/canada/montreal/quebec-legault-facebook-hate-speech-1.5447566,Legault's Facebook post flooded with hateful comments,2020-01-31,Quebec,,,Non-Criminal,Female,,Black/African/Caribbean,Jamaica,,,,,,,,Religious discrimination: Islamophobia,Online: Social media,Hate speech: Other,
872,https://www.citynews1130.com/video/2020/01/30/alt-right-message-pinned-at-concordia/,Alt-right message pinned at Concordia,2020-01-30,Quebec,Montreal,,Non-Criminal,,,Latin American,,,,,Guatemala,,,,,,,
873,https://toronto.citynews.ca/2020/01/29/coronavirus-chinatown-toronto/,Business drops in Chinatown in Toronto  after the first case of coronavirus,2020-01-29,Ontario,Toronto,,Non-Criminal,,,East Asian,,,China,,,,,,,,Harassment: Racial profiling,
874,https://www.cjnews.com/news/canada/montreal-does-not-adopt-ihra-definition-of-anti-semitism,MONTREAL DOES NOT ADOPT IHRA DEFINITION OF ANTI-SEMITISM,2020-01-29,Quebec,Montreal,,Non-Criminal,"Female, Male",,South Asian,,,,,,,Sri Lanka,,Religious discrimination: Anti-Semitism,Politics,,
875,https://www.timminstoday.com/local-news/white-supremacist-group-targeting-them-with-doxing-threats-say-members-of-sudburys-lgbtq-community-2056561,"White supremacist group' targeting them with doxing, threats, say members of Sudbury's LGBTQ+ community",2020-01-29,Ontario,Sudbury,,Non-Criminal,"Female, Male",,South Asian,,,,,,,,,Anti-2SLGBTQIA+,,Harassment: Other,
876,https://aptnnews.ca/2020/01/27/human-rights-case-to-compensate-first-nations-kids-extended-to-late-february/,Human rights case to compensate First Nations kids extended to late February,2020-01-27,,,,Non-Criminal,Female,,Indigenous,,,,First Nations,,,,,,Politics,,
877,https://globalnews.ca/news/6547272/watchdog-clears-rcmp-arrest-surrey-vigil-new-zealand-massacre/,Watchdog clears RCMP in arrest at Surrey vigil for victims of New Zealand massacre,2020-02-13,British Columbia,Surrey,,Non-Criminal,Female,,Black/African/Caribbean,,,,,,,,,Anti-2SLGBTQIA+,Protective services: Security,Hate speech: Other,
878,https://www.cbc.ca/news/canada/montreal/nazi-memorabilia-montreal-auction-1.5462836,Quite revolting': Nazi relics removed from Montreal auction site after Jewish group sounds alarm,2020-02-13,Quebec,Montreal,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",,,,,,,,,Religious discrimination: Anti-Semitism,,Hate speech: Other,
879,https://www.cbc.ca/news/politics/class-action-perry-bellegarde-1.5461577,AFN files $10B class action against federal government over treatment of Indigenous children,2020-02-12,,,,Non-Criminal,,,Indigenous,,,,Métis,,,,,,Politics,,
880,https://www.cheknews.ca/new-video-protesters-push-plywood-at-truck-going-through-wetsuweten-highway-19-blockade-645649/,Video emerges of truck going through Wet’suwet’en Highway 19 blockade,2020-02-11,British Columbia,Courtenay,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Politics,,
881,https://cfjctoday.com/2020/02/09/100-per-cent-racial-indigenous-hockey-players-dad-rejects-report-on-verbal-abuse/,‘100 per cent racial’: Indigenous hockey player’s dad rejects report on verbal abuse,2020-02-09,Nova Scotia,Cape Breton,,Non-Criminal,,,Indigenous,,,,,,,,,,Sports: Hockey,Hate speech: Other,
882,https://www.cbc.ca/news/canada/british-columbia/b-c-newspaper-s-coronavirus-headline-called-out-for-racial-discrimination-1.5456658,B.C. newspaper's coronavirus headline called out for racial discrimination,2020-02-07,British Columbia,Vancouver,,Non-Criminal,,,East Asian,,,China,,,,,,Religious discrimination: Anti-Semitism,Politics,Harassment: Racial profiling,
883,https://www.thestar.com/news/gta/2020/02/06/this-egyptian-canadian-woman-went-to-withdraw-her-own-money-at-rbc-what-happened-next-is-the-subject-of-a-lawsuit-against-the-bank-and-peel-police.html,This Egyptian-Canadian woman went to withdraw her own money at RBC. What happened next is the subject of a lawsuit against the bank and Peel police,2020-02-06,Ontario,Mississauga,,Criminal: Not charged,,,Middle Eastern,,,,,,Egypt,,,Religious discrimination: Islamophobia,Environmental racism,Harassment: Racial profiling,
